START 1508511755.752836377
[{"id": BATCH_ID, "data": "Timestamp;Machine Number;Software;Batch Counter;Program;StageCaption;StageIndex;SBI;Error;vWRCSL1;di268AcknowledgeFailure;di267RackTransport;di266CloseDoorUS;di265DoorOpenLS;di264UnloadingModuleEmergencyStop;di262UnloadingModuleCtrl;di278Unloading2Stop;di277Unloading2Start;di276Unloading1Stop;di275Unloading1Start;di263LoadingModuleEmergencyStop;di261LoadingModuleCtrl;di274Loading1Start;di273Loading1Stop;di272Loading1Start;di271Loading1Stop;di256PosStartRackTransport;di255TransportCartInPosUS;di254TransportCartInPosLS;di8ProgramIdF;di7ProgramIdE;diRes_X39_3;diRes_X39_1;diRes_X19_10;diRes_X19_9;diRes_X19_8;diRes_X19_7;di40_PTankFull;di38_VeTankFull;diRes_X35_10;di26_SteamElectr;di25_Dos5Empty;di24_Dos4Empty;di23_Dos3Empty;di22_Dos2Empty;S253WRCbottom;di21_Dos1Empty;vWRCSR10;diRes_X38_10;vWRCSR9;diRes_X38_9;vWRCSR8;diRes_X38_8;vWRCSR7;diRes_X38_7;vWRCSR6;diRes_X38_6;vWRCSR5;di15_OverflowDrain;vWRCSR4;di14_PTankOverflow;vWRCSR3;di12_DiffPressFilter;vWRCSR2;di11_DiffPressSwitch;vWRCSR1;fiResX40_4;vWRCSL10;fiResX40_3;vWRCSL9;fiResX40_2;vWRCSL8;diRes_X42_10;vWRCSL7;di9_SieveClogged;vWRCSL6;vWRCSL5;vWRCSL4;vWRCSL3;vWRCSL2;aiResX33_9;aiResX33_6;aiP33Pressure;aiResX32_9;aiResX32_6;aiP1NivChamb;aiC37SensCndctPrb;aiT37TempCndctPrb;aiT7TempRes;aiT6TempPTank;aiT5TempChambCtrl;aiT4TempAir;aiT3TempRes;aiT2TempVeTank;aiT1TempChamb;aiC37SensCndctPrbUncorr;diRes_X39_7;diRes_X39_5;doorClearanceUS;doorBottomUS;doorTopUS;doorSafetyBarLS;doorClearanceLS;doorBottomLS;doorTopLS;doorPressPositionUS;doorPressPositionLS;di5ProgramIdT;aiT2TempVeTankSv;aiT1TempChambSv;di36_LeakDetect;di13_ErrorExhstExt;fiResX10_4;fiResX10_3;fiResX10_2;fi13Flow5Sv;fi12Flow4Sv;fi11Flow3Sv;fi10Flow2Sv;fi9Flow1Sv;fi5Flow5Puls;fi4Flow4Puls;fi3Flow3Puls;fi2Flow2Puls;fi1Flow1Puls;di29_RfidChemRelease;di28_EmerStopUs;di27_EmerStopLs;di35_Overload;di46_MachDetect5;di45_MachDetect4;di44_MachDetect3;di43_MachDetect2;di42_MachDetect1;di41_MachDetect0;24VacSupply;doorSafetyLock;doorSafetyBarUS;vFlowMeter5Sv;vFlowMeter4Sv;vFlowMeter3Sv;vFlowMeter2Sv;vFlowMeter1Sv;vFlowMeter5;vFlowMeter4;vFlowMeter3;vFlowMeter2;vFlowMeter1;doorPressPositionResUS;doorPressPositionResLS;ai30LeakDetect;di37_VeTankCode;di39_PTankCode;aiT3TempSv;di6ProgramIdD;di3ProgramIdC;di2ProgramIdB;di1ProgramIdA;vDosage5Sv;vDosage4Sv;vDosage3Sv;vDosage2Sv;vDosage1Sv;vVolChamb;vA0;vDosage5;vDosage4;vDosage3;vDosage2;vDosage1;smBoDosage4Active;smBoDosage3Active;aoResX36_2;smBoDosage2Active;aoDryCtrl;smBoDosage1Active;pwmResX28_2;smBoAlEnNoWaterToPTank;pwmResX28_1;smBoAlEnAoTempLow;LED3ResX43_6;smBoAlEnNoPTankWater;LED2ResX43_3;smBoAlEnVeTankHeatLow;do32SigExtOn;smBoAlEnPTankHeatLow;do31SigExtOn;smBoAlEnHeatingNoHeat;doResX5_4;smBoAlEnWaterToHot;do27FrConv3;smBoAlEnVeTankNoHeat;do26FrConv2;smBoAlEnChamberNoHeat;do25FrConv1;smBoAlEnFalseDosage5;do24ChamberSteamHeat;smBoAlEnFalseDosage4;doResX6_6;smBoAlEnFalseDosage3;do22DryHeat;smBoAlEnFalseDosage2;do21DryFan;smBoAlEnFalseDosage1;do20PTankHeat;smBoAlEnChamberNiveauHigh;do19PTankPump;smBoAlEnChamberNiveauLow;do18DrainPump;smBoAlEnChamberNoDrain;do17DrainValve;smBoAlEnChamberNiveauMax;do16PTankFill;smBoAlEnNoVeTankWater;do15VeTankFill;smBoAlEnNoVeWater;smBoAlEnNoWWater;smBoAlEnNoCWater;smBoAlEnNoVeWaterToVeTank;do262Failure;do261DoorOpenUS;do260DoorOpenLS;doorLiftMotorUS;do259RackInPos;doorLiftMotorLS;doorPressMotorUS;doorPressMotorLS;do252UnloadingModuleIndicator;do256Unloading2Transport;do255Unloading1Transport;do251LoadingModuleIndicator;do254Loading2Transport;do253Loading1Transport;sunUS;buzzerUS;backlightUS;chamberLight;smInitErrorBreak;smBoTest3;smBoTest2;smBoTest1;smIntTest5;smIntTest4;smIntTest3;smIntTest2;smIntTest1;smBoVETankReady;smBoVETankEnable;smBoSelfDesinfOn;smBoExhaustAirOpen;do30SigExtOn;do29SigExtOn;doLED2;doLED1;doLED0;do14VeTankHeat;do13DoserPump5;do12DoserPump4;do11DoserPump3;smBoAlEnSieveClogged;do10DoserPump2;smBoAlEnNoWashPressure;do9DoserPump1;smIsWaterValveNot7AndNot8;do8ChamberHeat;smIsFU_Off;do7ChamberHeat;smIsFillTimeoutOrNiveauNotReached;do6CircPump;smIsDosageTempReached;do5PTankEmpty;smIsAnyWaterValveOn;do4VeTankEmpty;do3VeWater;do2WarmWater;do1ColdWater;smInitEpidemicsProgr;smVeTankValveBlocked;smSetThermDesTime;smInitThermDes;doWRCEnable;smBoTest5;smBoTest4;smBoDosage5Active;
2017-10-20T13:21:14;00000000;0.29.4;BATCH_ID;0;Trocknen;4;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0;1.00;0;1.00;0;0;0;1;0;0;0;0;0;0.00;0.00;11;0.01;0.01;0.473;1.3;79.2;0.0;86.0;55.9;127.8;0.0;51.1;77.1;2.6;0;1;0;1;1;0;0;1;1;1.00;1.00;0;51.2;77.1;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0;1;1;0;0;0;0;0;0;1;1;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3854.69;4353.70;0;1;1;0.0;0;1;0;1;0.0;0.0;0.0;0.0;0.3;0.00;646.90;0.0;0.0;0.0;0.0;0.0;0;0;0.01;0;8.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.00;0;0.00;0.00;0.00;0;0;0;0;0;0;510.00;0.00;0.40;1.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2017-10-20T13:21:15;00000000;0.29.4;BATCH_ID;0;Trocknen;4;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0;1.00;0;1.00;0;0;0;1;0;0;0;0;0;0.00;0.00;10;0.01;0.01;0.473;1.3;79.1;0.0;86.0;55.9;128.2;0.0;51.1;77.1;2.6;0;1;0;1;1;0;0;1;1;1.00;1.00;0;51.3;77.2;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0;1;1;0;0;0;0;0;0;1;1;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3848.76;4348.77;0;1;1;0.0;0;1;0;1;0.0;0.0;0.0;0.0;0.3;0.00;646.90;0.0;0.0;0.0;0.0;0.0;0;0;0.01;0;8.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.00;0;0.00;0.00;0.00;0;0;0;0;0;0;510.00;0.00;0.40;1.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2017-10-20T13:21:15;00000000;0.29.4;BATCH_ID;0;Trocknen;4;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0;1.00;0;1.00;0;0;0;1;0;0;0;0;0;0.00;0.00;11;0.01;0.01;0.472;1.3;79.1;0.0;86.0;56.0;128.8;0.0;51.1;77.1;2.6;0;1;0;1;1;0;0;1;1;1.00;1.00;0;51.1;77.3;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0;1;1;0;0;0;0;0;0;1;1;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3848.76;4348.77;0;1;1;0.0;0;1;0;1;0.0;0.0;0.0;0.0;0.3;0.00;646.90;0.0;0.0;0.0;0.0;0.0;0;0;0.01;0;8.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.00;0;0.00;0.00;0.00;0;0;0;0;0;0;510.00;0.00;0.40;1.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2017-10-20T13:21:16;00000000;0.29.4;BATCH_ID;0;Trocknen;4;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0;1.00;0;1.00;0;0;0;1;0;0;0;0;0;0.00;0.00;11;0.01;0.01;0.471;1.3;79.1;0.0;86.0;56.0;129.2;0.0;51.0;77.2;2.6;0;1;0;1;1;0;0;1;1;1.00;1.00;0;51.1;77.2;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0;1;1;0;0;0;0;0;0;1;1;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3864.35;4341.88;0;1;1;0.0;0;1;0;1;0.0;0.0;0.0;0.0;0.3;0.00;646.90;0.0;0.0;0.0;0.0;0.0;0;0;0.01;0;8.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.00;0;0.00;0.00;0.00;0;0;0;0;0;0;510.00;0.00;0.40;1.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2017-10-20T13:21:16;00000000;0.29.4;BATCH_ID;0;Trocknen;4;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0;1.00;0;1.00;0;0;0;1;0;0;0;0;0;0.00;0.00;11;0.01;0.01;0.471;1.3;79.1;0.0;86.0;56.0;129.3;0.0;51.0;77.2;2.6;0;1;0;1;1;0;0;1;1;1.00;1.00;0;51.2;77.2;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0;1;1;0;0;0;0;0;0;1;1;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3864.35;4341.88;0;1;1;0.0;0;1;0;1;0.0;0.0;0.0;0.0;0.3;0.00;646.90;0.0;0.0;0.0;0.0;0.0;0;0;0.01;0;8.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.00;0;0.00;0.00;0.00;0;0;0;0;0;0;510.00;0.00;0.40;1.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2017-10-20T13:21:17;00000000;0.29.4;BATCH_ID;0;Trocknen;4;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0;1.00;0;1.00;0;0;0;1;0;0;0;0;0;0.00;0.00;11;0.01;0.01;0.472;1.3;79.0;0.0;86.0;56.0;129.2;0.0;51.0;77.2;2.6;0;1;0;1;1;0;0;1;1;1.00;1.00;0;51.0;77.4;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0;1;1;0;0;0;0;0;0;1;1;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3848.20;4351.42;0;1;1;0.0;0;1;0;1;0.0;0.0;0.0;0.0;0.3;0.00;646.90;0.0;0.0;0.0;0.0;0.0;0;0;0.01;0;8.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.00;0;0.00;0.00;0.00;0;0;0;0;0;0;510.00;0.00;0.40;1.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2017-10-20T13:21:17;00000000;0.29.4;BATCH_ID;0;Trocknen;4;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0;1.00;0;1.00;0;0;0;1;0;0;0;0;0;0.00;0.00;11;0.01;0.01;0.470;1.3;79.0;0.0;86.0;56.1;128.8;0.0;50.9;77.3;2.6;0;1;0;1;1;0;0;1;1;1.00;1.00;0;51.0;77.4;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0;1;1;0;0;0;0;0;0;1;1;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3848.20;4351.42;0;1;1;0.0;0;1;0;1;0.0;0.0;0.0;0.0;0.3;0.00;646.90;0.0;0.0;0.0;0.0;0.0;0;0;0.01;0;8.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.00;0;0.00;0.00;0.00;0;0;0;0;0;0;510.00;0.00;0.40;1.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2017-10-20T13:21:18;00000000;0.29.4;BATCH_ID;0;Trocknen;4;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0;1.00;0;1.00;0;0;0;1;0;0;0;0;0;0.00;0.00;11;0.01;0.01;0.472;1.3;79.0;0.0;86.1;56.1;128.2;0.0;50.9;77.3;2.6;0;1;0;1;1;0;0;1;1;1.00;1.00;0;51.0;77.2;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0;1;1;0;0;0;0;0;0;1;1;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3870.94;4350.40;0;1;1;0.0;0;1;0;1;0.0;0.0;0.0;0.0;0.3;0.00;646.90;0.0;0.0;0.0;0.0;0.0;0;0;0.01;0;8.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.00;0;0.00;0.00;0.00;0;0;0;0;0;0;510.00;0.00;0.40;1.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2017-10-20T13:21:18;00000000;0.29.4;BATCH_ID;0;Trocknen;4;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0;1.00;0;1.00;0;0;0;1;0;0;0;0;0;0.00;0.00;11;0.01;0.01;0.473;1.3;78.9;0.0;86.1;56.1;127.3;0.0;50.9;77.3;2.6;0;1;0;1;1;0;0;1;1;1.00;1.00;0;50.9;77.4;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0;1;1;0;0;0;0;0;0;1;1;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3870.94;4350.40;0;1;1;0.0;0;1;0;1;0.0;0.0;0.0;0.0;0.3;0.00;646.90;0.0;0.0;0.0;0.0;0.0;0;0;0.01;0;8.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.00;0;0.00;0.00;0.00;0;0;0;0;0;0;510.00;0.00;0.40;1.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2017-10-20T13:21:19;00000000;0.29.4;BATCH_ID;0;Trocknen;4;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0;1.00;0;1.00;0;0;0;1;0;0;0;0;0;0.00;0.00;11;0.01;0.01;0.472;1.3;78.9;0.0;86.0;56.1;126.8;0.0;50.8;77.3;2.6;0;1;0;1;1;0;0;1;1;1.00;1.00;0;51.0;77.5;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0;1;1;0;0;0;0;0;0;1;1;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3864.69;4352.54;0;1;1;0.0;0;1;0;1;0.0;0.0;0.0;0.0;0.3;0.00;646.90;0.0;0.0;0.0;0.0;0.0;0;0;0.01;0;8.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.00;0;0.00;0.00;0.00;0;0;0;0;0;0;510.00;0.00;0.40;1.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2017-10-20T13:21:19;00000000;0.29.4;BATCH_ID;0;Trocknen;4;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0;1.00;0;1.00;0;0;0;1;0;0;0;0;0;0.00;0.00;12;0.01;0.01;0.472;1.3;78.9;0.0;86.0;56.1;125.5;0.0;50.8;77.4;2.6;0;1;0;1;1;0;0;1;1;1.00;1.00;0;51.0;77.5;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0;1;1;0;0;0;0;0;0;1;1;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3864.69;4352.54;0;1;1;0.0;0;1;0;1;0.0;0.0;0.0;0.0;0.3;0.00;646.90;0.0;0.0;0.0;0.0;0.0;0;0;0.01;0;8.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.00;0;0.00;0.00;0.00;0;0;0;0;0;0;510.00;0.00;0.40;1.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2017-10-20T13:21:20;00000000;0.29.4;BATCH_ID;0;Trocknen;4;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0;1.00;0;1.00;0;0;0;1;0;0;0;0;0;0.00;0.00;11;0.01;0.01;0.469;1.3;78.8;0.0;86.1;56.1;124.0;0.0;50.8;77.4;2.6;0;1;0;1;1;0;0;1;1;1.00;1.00;0;50.8;77.6;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0;1;1;0;0;0;0;0;0;1;1;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3864.69;4349.94;0;1;1;0.0;0;1;0;1;0.0;0.0;0.0;0.0;0.3;0.00;646.90;0.0;0.0;0.0;0.0;0.0;0;0;0.01;0;8.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.00;0;0.00;0.00;0.00;0;0;0;0;0;0;510.00;0.00;0.40;1.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2017-10-20T13:21:20;00000000;0.29.4;BATCH_ID;0;Trocknen;4;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0;1.00;0;1.00;0;0;0;1;0;0;0;0;0;0.00;0.00;11;0.01;0.01;0.471;1.3;78.8;0.0;86.0;56.1;122.4;0.0;50.8;77.4;2.6;0;1;0;1;1;0;0;1;1;1.00;1.00;0;50.9;77.5;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0;1;1;0;0;0;0;0;0;1;1;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3864.69;4349.94;0;1;1;0.0;0;1;0;1;0.0;0.0;0.0;0.0;0.3;0.00;646.90;0.0;0.0;0.0;0.0;0.0;0;0;0.01;0;8.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.00;0;0.00;0.00;0.00;0;0;0;0;0;0;510.00;0.00;0.40;1.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2017-10-20T13:21:21;00000000;0.29.4;BATCH_ID;0;Trocknen;4;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.00;0;1.00;0;1.00;0;0;0;1;0;0;0;0;0;0.00;0.00;11;0.01;0.01;0.471;1.3;78.8;0.0;86.0;56.1;121.6;0.0;50.8;77.4;2.6;0;1;0;1;1;0;0;1;1;1.00;1.00;0;50.9;77.5;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0;1;1;0;0;0;0;0;0;1;1;0;0;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3874.29;4348.24;0;1;1;0.0;0;1;0;1;0.0;0.0;0.0;0.0;0.3;0.00;646.90;0.0;0.0;0.0;0.0;0.0;0;0;0.01;0;8.00;0;0.00;0;0.00;0;0.00;0;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.00;0;0.00;0.00;0.00;0;0;0;0;0;0;510.00;0.00;0.40;1.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
